gender,age,education,geographic_location,income,married,n_kids,has_pets,former_customer_service,previous_spend,new_customer,satisfied_customer_service,next_spend
male,35.020734889093674,4,Northeast,"$60,000+",no,0,1,no,0,yes,1,239.6244889114733
male,17.217263227241723,1,Northeast,"$60,000+",no,0,1,no,282.44257409642444,no,0,508.0013642343785
male,29.548181222937437,3,Northeast,"$60,000+",yes,0,1,no,0,yes,0,213.91831175838087
male,101.91543675697613,4,Northeast,"$60,000+",yes,1,1,no,0,yes,1,212.5196793913112
male,56.063976303155776,4,Northeast,"$60,000+",yes,1,1,yes,0,yes,1,251.51887444490444
male,68.17494776379081,1,Northeast,"$60,000+",yes,0,1,no,509.2242058657788,no,1,780.8069122272345
female,54.15699895573555,0,Northeast,"$60,000+",yes,0,1,no,23.132675946276976,no,0,261.8224467346347
male,53.560280039673586,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,177.81038394482414
female,46.684700036594734,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,306.304398560196
female,61.1420724005253,3,Northeast,"$60,000+",no,0,1,yes,393.5090996225073,no,1,680.8841692925887
male,78.88668806833692,3,Northeast,"$60,000+",yes,0,1,no,275.24449620739716,no,1,505.31728875245454
male,68.02714121361845,2,Northeast,"$60,000+",yes,1,1,yes,196.60444288383985,no,1,456.0661798100862
male,45.55929911190347,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,190.1303331992312
male,52.12382631299231,2,Northeast,"$60,000+",yes,0,1,no,438.7212330946228,no,1,683.5183489447257
male,21.01558333081725,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,216.39052840547674
male,72.77103447069493,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,251.67734009986714
male,86.27649421606202,1,Northeast,"$60,000+",no,0,1,no,0,yes,0,227.32577730211943
male,19.779225346248932,4,Northeast,"< $60,000",no,0,1,yes,0,yes,1,116.78199653884965
male,49.63826282584474,0,Northeast,"$60,000+",no,0,1,no,871.482038436591,no,1,1137.1838867695385
female,32.396238032770135,1,Northeast,"$60,000+",no,0,1,no,30.57477084511885,no,1,282.5721216021178
male,26.050458012534108,1,Northeast,"$60,000+",yes,0,1,no,199.00680009581933,no,0,438.4490941901348
female,71.37517915590433,1,Northeast,"$60,000+",yes,1,1,no,237.9164692488376,no,0,445.7031003105378
female,73.33473716964346,4,Northeast,"$60,000+",yes,0,1,no,749.118702699862,no,1,921.5310891235348
male,90.59916991739999,3,Northeast,"< $60,000",no,0,1,no,31.118822498423555,no,0,119.60242608071462
male,60.00345481755953,2,Northeast,"$60,000+",no,0,1,no,0,yes,0,189.0506283489329
male,13.545004425139496,2,Northeast,"$60,000+",yes,1,1,no,258.462835089229,no,1,444.0570513583326
female,59.78322121855629,4,Northeast,"$60,000+",no,0,1,no,0,yes,1,229.05008075399803
female,36.1222120585258,4,Northeast,"$60,000+",no,0,1,no,317.40057835763554,no,1,656.9940245394292
male,46.01870989906847,3,Northeast,"< $60,000",no,0,1,no,362.70089818322197,no,1,577.4720441674629
male,54.83908152925884,2,Northeast,"$60,000+",no,0,1,no,241.40245825366895,no,1,530.2404160115009
male,51.40705006723507,3,Northeast,"$60,000+",yes,1,1,no,0,yes,1,194.3359053378319
male,65.88292131921155,3,Northeast,"$60,000+",yes,1,1,no,59.6132980060037,no,0,320.8362520776051
female,36.89242607692555,4,Northeast,"< $60,000",no,0,1,no,1282.271072768389,no,1,1452.177228650116
male,36.450698058144106,4,Northeast,"$60,000+",yes,1,1,no,349.247306384898,no,1,649.2579460984628
female,53.67637028671532,0,Northeast,"$60,000+",no,0,1,no,656.8643337401616,no,1,901.6484847383842
male,67.5541653395572,1,Northeast,"$60,000+",yes,1,1,no,0,yes,1,221.54390919413987
male,42.15538174730267,1,Northeast,"$60,000+",yes,0,1,no,142.44784021434313,no,0,342.23056152745426
male,36.62103389871049,3,Northeast,"$60,000+",no,0,1,no,53.59000822534826,no,1,343.58336251019966
male,29.797335137681497,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,238.50588176760704
female,34.98338808458484,1,Northeast,"< $60,000",yes,1,1,no,108.83781187307774,no,1,214.20742380424434
female,44.32894006683246,1,Northeast,"< $60,000",yes,1,1,yes,0,yes,0,100.69593834886656
male,26.68394037135778,2,Northeast,"< $60,000",no,0,1,no,0,yes,1,179.05050864380493
male,63.82449971446457,2,Northeast,"< $60,000",yes,1,1,no,0,yes,0,104.52403582076768
male,8.869247383433283,1,Northeast,"$60,000+",yes,0,1,no,0,yes,0,188.79115103733415
male,46.91650994380516,0,Northeast,"$60,000+",no,0,1,no,0,yes,0,227.7148689101623
female,21.102113788673247,2,Northeast,"$60,000+",yes,0,1,yes,881.6082543999316,no,1,1121.5914332384841
female,74.32301727283064,1,Northeast,"$60,000+",yes,0,1,yes,0,yes,0,210.49815172616417
female,39.77657726026071,2,Northeast,"< $60,000",yes,0,1,no,0,yes,0,100
male,72.5707751433646,3,Northeast,"$60,000+",yes,2,1,no,445.3310117073641,no,1,707.3198739114524
male,41.60713463445431,1,Northeast,"$60,000+",yes,1,1,no,469.89630344376246,no,1,729.8554661194529
female,45.7452053097151,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,185.67160230318578
female,29.586784400867078,1,Northeast,"$60,000+",yes,1,1,no,337.78515697291334,no,0,615.6975348315505
female,-11.647272352542252,3,Northeast,"$60,000+",yes,0,0,no,0,yes,1,164.88205394459837
female,82.92286726110135,3,Northeast,"< $60,000",no,0,1,no,301.68067499069474,no,0,447.9465090409089
female,21.775719875299558,2,Northeast,"< $60,000",no,0,1,no,0,yes,1,100
male,101.30275261699799,2,Northeast,"$60,000+",no,0,1,no,0,yes,0,233.90374895094467
female,56.51187427704566,2,Northeast,"< $60,000",yes,0,1,no,249.42876159720583,no,1,415.8940425956661
female,38.68924362562727,0,Northeast,"$60,000+",yes,0,1,no,0,yes,0,144.39303557118959
male,63.97797352897455,2,Northeast,"$60,000+",yes,1,1,no,359.7576278605321,no,1,580.0806173970396
male,67.61430194699464,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,256.73324540430724
female,45.44490058101027,1,Northeast,"$60,000+",yes,0,1,no,360.79824094936436,no,1,594.3606413851153
male,52.726014977776174,2,Northeast,"$60,000+",no,0,1,no,568.0757206145923,no,1,823.7257779049136
male,86.86816465880516,2,Northeast,"$60,000+",no,0,1,no,158.43849263182344,no,0,439.25607469916696
male,21.892165640950804,1,Northeast,"< $60,000",yes,0,1,no,0,yes,1,113.96756972257644
male,49.01833859157355,1,Northeast,"$60,000+",no,0,1,yes,447.95606121944064,no,1,747.9406775645562
female,65.883090132908407,2,Northeast,"$60,000+",yes,1,1,no,175.0147464642389,no,1,465.26461437085976
female,21.71952969053787,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,250.21027267856286
female,14.201452738811675,1,Northeast,"$60,000+",yes,2,1,no,134.35396790496867,no,0,365.58326240496433
male,77.0879466489161,2,Northeast,"$60,000+",yes,0,1,no,263.3669195833445,no,0,468.9270406558841
female,35.04466589486048,3,Northeast,"< $60,000",no,0,1,no,400.0342519078249,no,1,540.4309353664722
male,29.250950442534144,3,Northeast,"$60,000+",yes,1,1,no,146.72550250858234,no,1,408.5506199784886
female,49.27655728190495,2,Northeast,"$60,000+",yes,1,1,no,562.2910591979125,no,1,813.7096732223579
male,38.91298787117986,3,Northeast,"$60,000+",no,0,1,no,102.23722749189955,no,1,413.35129860108543
male,38.82266496749162,3,Northeast,"$60,000+",no,0,1,yes,0,yes,1,176.6309099966182
male,21.602532338331578,2,Northeast,"$60,000+",yes,1,1,no,255.63905331813902,no,1,540.059794923746
male,31.840802918456724,4,Northeast,"$60,000+",no,0,1,no,0,yes,1,246.41083383041178
female,66.95266189034403,2,Northeast,"< $60,000",yes,1,1,no,58.22277232133128,no,1,238.15614657097515
male,59.98926199275504,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,158.52268466938935
male,37.24348964870285,2,Northeast,"$60,000+",yes,1,1,yes,0,yes,0,174.34340996617362
female,98.31010295639332,2,Northeast,"$60,000+",no,0,1,yes,1032.8872971292417,no,1,1285.7506546808368
male,79.61816249930675,1,Northeast,"$60,000+",yes,0,1,yes,407.91080221829344,no,1,650.8779746507661
female,35.220364826631325,2,Northeast,"$60,000+",yes,1,1,no,667.3366619302764,no,1,908.0421457733734
male,48.044697342924636,4,Northeast,"$60,000+",no,0,1,no,757.2808967320886,no,1,995.2018874016787
female,-14.727714647081541,2,Northeast,"$60,000+",yes,0,0,no,244.20760941683386,no,1,501.0352594972609
male,69.141273161599,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,217.94860871647353
female,61.18668349355854,2,Northeast,"$60,000+",no,0,1,no,0,yes,1,214.09183763895206
male,40.04598561997362,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,257.4515029425893
male,46.1203938087656,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,218.7005117018524
male,51.72669869293093,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,223.6381530715026
female,70.35015076335554,3,Northeast,"$60,000+",yes,0,1,no,23.389514403701938,no,0,295.2456310445832
male,30.601639542796327,3,Northeast,"$60,000+",yes,0,1,yes,0,yes,1,193.1680680182974
female,71.3270480300223,2,Northeast,"< $60,000",no,0,1,no,4.799121516886743,no,0,141.01653285711018
female,65.11018309473663,2,Northeast,"$60,000+",no,0,1,no,303.68657405109093,no,1,585.4405065809397
male,35.93495411578388,2,Northeast,"< $60,000",yes,0,1,no,376.32922011202226,no,0,476.7495718636666
female,44.26296870135445,0,Northeast,"< $60,000",yes,1,1,no,328.57767448480183,no,0,445.78388870150553
female,86.82213786526336,2,Northeast,"$60,000+",yes,0,1,no,17.144858783155925,no,0,204.5546722806701
male,46.86471380525436,3,Northeast,"$60,000+",yes,0,1,no,549.0321028951953,no,1,778.8719257191483
male,22.20394729730708,2,Northeast,"$60,000+",yes,1,1,no,0,yes,1,211.58297452143458
female,20.537920212151164,1,Northeast,"$60,000+",yes,1,1,no,0,yes,1,205.38252790081793
female,48.609621325245854,2,Northeast,"$60,000+",no,0,1,yes,705.5799425121623,no,1,971.5486904032888
male,54.78482859467732,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,193.5179218781224
male,55.00839821156297,2,Northeast,"< $60,000",no,0,1,no,95.20593419685538,no,0,305.52196957534795
male,44.71152100350248,1,Northeast,"$60,000+",no,0,1,no,0,yes,1,204.12013385868605
male,10.49200089019618,0,Northeast,"$60,000+",yes,1,1,no,375.07380940526366,no,0,554.9760685377504
female,41.002479871592136,2,Northeast,"$60,000+",yes,0,1,no,307.6796397418401,no,1,558.2424914280066
male,68.52931310738967,1,Northeast,"< $60,000",yes,0,1,no,627.1277220799977,no,1,768.2251748088028
male,3.6005777870646227,1,Northeast,"$60,000+",yes,1,1,no,1136.9646561321956,no,1,1379.5258657203508
male,62.27867099906106,2,Northeast,"$60,000+",yes,0,1,no,422.49018063129716,no,1,605.8298679045683
female,20.5371973694141,2,Northeast,"$60,000+",yes,0,1,no,152.52624103411733,no,1,445.2373418571434
female,45.61901629944015,2,Northeast,"< $60,000",no,0,1,no,0,yes,0,100
female,21.93167414080595,1,Northeast,"$60,000+",yes,1,1,no,220.11526676327455,no,0,429.16641227157845
male,66.4125681590047,3,Northeast,"< $60,000",yes,0,1,no,381.98291513924437,no,1,493.04349326524294
male,38.14547447576874,1,Northeast,"$60,000+",yes,1,1,no,0,yes,1,144.6958669115215
female,58.439375852141666,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,230.21762740888914
female,33.996957826520365,2,Northeast,"< $60,000",yes,0,1,no,211.7170228475709,no,1,379.1052714071966
male,26.33597712458446,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,193.52846220793805
female,19.808854199201747,1,Northeast,"$60,000+",yes,1,1,no,351.91042524187765,no,1,546.612963176553
male,26.881137822275335,1,Northeast,"$60,000+",yes,1,1,no,0,yes,1,225.9397632911487
male,42.90289797755051,2,Northeast,"< $60,000",no,0,1,no,625.7796309264577,no,1,811.1486658888632
female,77.70902371677757,2,Northeast,"$60,000+",yes,0,1,no,50.996136002638366,no,0,274.15107531882734
female,61.393197173056734,2,Northeast,"$60,000+",yes,1,1,no,0,yes,0,137.31462382274105
male,37.23009834471617,0,Northeast,"$60,000+",yes,0,1,no,0,yes,0,181.41056775577295
male,54.79608892793623,1,Northeast,"$60,000+",yes,0,1,no,233.88345063339636,no,1,474.1923304215499
female,29.98451153697109,3,Northeast,"< $60,000",yes,1,1,no,984.8436901422231,no,1,1135.351717809865
male,37.694267322035635,4,Northeast,"$60,000+",no,0,1,no,137.4840705199686,no,1,384.00081509993964
male,53.154603736367015,1,Northeast,"$60,000+",yes,1,1,no,81.82036433106529,no,0,265.560027645162
male,103.68121608151351,0,Northeast,"$60,000+",no,0,1,yes,0,yes,0,193.5810988071559
female,54.58934920423173,1,Northeast,"$60,000+",yes,0,1,no,213.34618311564992,no,0,405.7097280582737
male,52.00509333483225,2,Northeast,"< $60,000",no,0,1,no,613.554204934969,no,1,798.63566046813
female,3.949749666045008,4,Northeast,"$60,000+",no,0,1,no,605.5330307601753,no,1,859.3668008159167
female,73.51789725698188,1,Northeast,"$60,000+",yes,0,1,no,218.54421488311624,no,0,401.11645981590243
female,74.96739279138077,3,Northeast,"< $60,000",no,0,1,no,359.90212487631027,no,1,518.4313910635287
female,17.535081641838254,1,Northeast,"< $60,000",yes,1,1,no,0,yes,0,106.10285851649695
male,49.94687708139735,1,Northeast,"$60,000+",yes,0,1,no,840.5368199609588,no,1,1079.0296971861358
female,33.25471430494447,2,Northeast,"$60,000+",yes,2,1,no,173.1840897122437,no,1,382.64780674941017
male,52.37706489408403,2,Northeast,"$60,000+",no,0,1,no,1015.8022447300146,no,1,1261.5395066040883
female,39.97985403353944,4,Northeast,"< $60,000",no,0,1,no,1036.180222789203,no,1,1255.5169104071986
female,70.50689451055399,1,Northeast,"$60,000+",yes,0,1,no,0,yes,1,231.19293650229588
male,54.35616426299516,3,Northeast,"< $60,000",no,0,1,no,416.08797725938757,no,1,541.2862314114888
female,51.71157311000666,2,Northeast,"$60,000+",no,0,1,no,166.4048324937898,no,1,404.7716610362156
female,57.75538057259022,2,Northeast,"$60,000+",yes,0,1,no,335.94644459203766,no,1,580.5428674898526
female,13.64686742099066,3,Northeast,"$60,000+",yes,1,1,no,543.3954381044691,no,1,768.8562183228307
male,26.508996944200387,1,Northeast,"$60,000+",no,1,1,no,0,yes,0,194.5076318734308
male,77.33213027003735,4,Northeast,"$60,000+",no,0,1,no,525.2577721800353,no,1,763.3886847227035
male,53.811772492543,4,Northeast,"$60,000+",no,0,1,no,560.9942259571405,no,1,899.1128469055953
female,58.142863459702646,2,Northeast,"$60,000+",yes,0,1,no,16.857284675658534,no,0,199.2351224471526
female,21.888418573119964,2,Northeast,"$60,000+",yes,1,1,no,749.7552057344024,no,1,989.6872770012169
male,93.44488335648418,3,Northeast,"$60,000+",yes,1,1,no,33.71445412174751,no,0,265.92871991851877
female,39.209144487205975,1,Northeast,"$60,000+",yes,1,1,no,859.6621909680651,no,1,1071.403148616668
female,59.737755437624386,1,Northeast,"$60,000+",yes,0,1,no,273.982845974243,no,0,478.92341746739066
male,44.7693599996545,1,Northeast,"$60,000+",no,0,1,no,0,yes,0,275.8977813447026
male,68.4662717795041,1,Northeast,"< $60,000",yes,2,1,no,625.8641944883555,no,1,745.2008872682562
male,31.781760704150336,1,Northeast,"$60,000+",yes,0,1,no,339.5788390179922,no,1,554.448653027511
male,69.67655087192533,1,Northeast,"$60,000+",yes,2,1,no,0,yes,0,200.81137053103282
female,70.06139883684335,4,Northeast,"$60,000+",yes,1,1,yes,322.86624627075264,no,1,552.3205164560203
female,34.18479303815707,3,Northeast,"$60,000+",yes,2,1,no,0,yes,1,245.62497587288348
female,16.839328541209653,3,Northeast,"$60,000+",yes,1,1,no,141.61940373555944,no,1,403.2533202996357
female,58.01989503443556,1,Northeast,"$60,000+",yes,0,1,no,0,yes,0,187.1170352334243
male,3.0399023475165166,3,Northeast,"$60,000+",yes,0,1,no,361.1062646595643,no,1,624.5417177983898
male,64.60955180870694,1,Northeast,"$60,000+",yes,0,1,no,78.62780090596792,no,0,339.24434170764573
female,65.10510408193521,0,Northeast,"$60,000+",yes,0,1,no,126.78906875268524,no,0,341.45538801116277
male,65.77132759365766,3,Northeast,"< $60,000",yes,0,1,no,76.09896515089687,no,0,182.8807647179251
female,43.15873107587182,2,Northeast,"$60,000+",yes,1,1,no,709.63918018005,no,1,958.160565849635
female,86.47697783937056,2,Northeast,"$60,000+",yes,1,1,yes,146.04620097341964,no,0,375.76796095822993
male,47.03719039200819,3,Northeast,"< $60,000",yes,1,1,no,259.6326880437771,no,1,465.06135200723634
male,30.568682060851245,0,Northeast,"$60,000+",yes,0,1,no,464.0361756463794,no,1,737.9809727894706
female,42.21722064888557,2,Northeast,"< $60,000",no,0,1,yes,584.998109200149,no,1,769.0979700848186
male,24.72687668209278,2,Northeast,"$60,000+",no,0,1,no,0,yes,1,195.7391853647306
male,24.434689875545384,1,Northeast,"< $60,000",yes,0,1,yes,0,yes,0,104.37081041198235
female,54.08773911378248,2,Northeast,"$60,000+",yes,0,1,no,580.7123815592149,no,1,839.6186640252005
female,50.931354964283635,2,Northeast,"$60,000+",yes,1,1,no,180.47461569360306,no,1,475.3129548739981
male,31.835117320614053,3,Northeast,"$60,000+",yes,2,1,no,825.261074708142,no,1,1050.9946874289026
male,45.62633537038519,1,Northeast,"$60,000+",no,0,1,no,0,yes,1,236.76885443822923
male,46.89409160123692,1,Northeast,"$60,000+",yes,0,1,no,0,yes,0,207.37189852403247
female,43.87487255605069,2,Northeast,"$60,000+",yes,2,1,no,79.03991125411073,no,1,334.546938260746
male,85.38578762620679,3,Northeast,"$60,000+",yes,1,1,no,0,yes,0,143.27107201530484
male,38.139160093691984,4,Northeast,"$60,000+",no,0,1,no,787.0358054721511,no,1,1059.367402722953
female,63.788624957252786,2,Northeast,"$60,000+",no,0,1,no,0,yes,1,228.88954824598787
male,43.19839626534441,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,195.32670290052417
male,28.769801162697654,4,Northeast,"$60,000+",no,0,1,no,268.7563945461897,no,1,541.270989210117
male,31.216535911408158,3,Northeast,"$60,000+",yes,0,1,no,412.1273856235713,no,1,635.3629700652269
male,53.13825176305422,2,Northeast,"$60,000+",yes,0,1,no,0,yes,0,157.790860157895
female,38.564055895288234,2,Northeast,"$60,000+",yes,1,1,no,197.81435979160122,no,1,429.5503267820523
female,53.16398975984712,2,Northeast,"< $60,000",yes,0,1,no,746.3825430054684,no,1,951.8997220967755
female,56.81381693763358,2,Northeast,"$60,000+",yes,0,1,no,482.5930531314789,no,1,732.8296191715135
female,64.70728835382873,1,Northeast,"$60,000+",yes,0,1,no,0,yes,1,216.4306941209422
male,29.503437394610685,3,Northeast,"$60,000+",no,0,1,no,1050.3541717713874,no,1,1304.762044514401
male,77.26724281441098,2,Northeast,"< $60,000",yes,1,1,no,0,yes,0,100
male,11.696385546807015,1,Northeast,"$60,000+",yes,1,1,no,246.41159494614215,no,1,483.0955618718879
male,11.523324955527308,2,Northeast,"$60,000+",yes,1,1,no,368.45936145730616,no,1,585.97878364474
male,72.71433920179412,3,Northeast,"< $60,000",no,0,1,no,353.13863960225353,no,1,544.1141827376573
male,74.82447228468425,2,Northeast,"$60,000+",no,0,1,no,274.94095249580755,no,1,543.5243288086606
female,26.849902242822914,2,Northeast,"$60,000+",no,0,1,no,903.6826035407801,no,1,1181.3151446493512
female,59.932439866971315,3,Northeast,"$60,000+",yes,0,1,no,0,yes,1,257.39093599698003
male,23.361837411796333,0,Northeast,"$60,000+",yes,0,1,no,524.2582777034336,no,1,791.9239172428946
male,81.85257239537356,3,Northeast,"< $60,000",yes,0,1,no,514.7148083679981,no,1,656.7161869825934
female,51.239161619771,1,Northeast,"$60,000+",yes,0,1,no,249.60911486128634,no,1,440.60819349663956
male,47.08108278021801,0,Northeast,"$60,000+",yes,0,1,no,0,yes,1,192.57067528310057
female,43.12528442492618,2,Northeast,"< $60,000",yes,1,1,no,393.645590745239,no,1,604.2803140604587
female,25.05658014819104,0,Northeast,"$60,000+",yes,1,1,no,849.4995110008953,no,1,1060.2003157934037
male,66.86667919857926,4,Northeast,"< $60,000",no,0,1,no,120.107924628327,no,1,317.7624838230341
male,49.957377279682945,3,Northeast,"$60,000+",yes,2,1,no,551.1987711216452,no,1,813.3806565240491
male,59.83761700463129,2,Northeast,"$60,000+",yes,0,1,no,634.0270873747755,no,1,871.6085600679369
female,33.71932954150091,0,Northeast,"$60,000+",yes,1,1,no,0,yes,0,182.19443104460925
male,41.39027978475428,1,Northeast,"$60,000+",yes,1,1,no,0,yes,0,208.55298827320752
male,54.73108797798078,3,Northeast,"$60,000+",no,0,1,no,446.19099794315565,no,1,713.1888447837288
female,14.915483142481662,2,Northeast,"< $60,000",yes,0,1,no,0,yes,1,172.99276736497268
female,30.94432339787707,2,Northeast,"$60,000+",yes,2,1,no,0,yes,1,195.47092530056955
male,37.42291704072347,1,Northeast,"$60,000+",no,0,1,no,460.0002425472399,no,1,773.6130972588725
female,61.2555778698773,2,Northeast,"$60,000+",yes,0,1,no,0,yes,1,203.1200128596505
female,30.934511657515838,0,Northeast,"< $60,000",no,0,1,no,636.5178631104197,no,1,817.1172212291543
female,28.108851822405367,0,Northeast,"$60,000+",yes,1,1,no,0,yes,0,168.99886167677673
female,58.230342653034384,1,Northeast,"$60,000+",yes,0,1,no,19.397110541829946,no,0,241.98072849572696
male,34.67634863715408,1,Northeast,"$60,000+",yes,0,1,no,440.7544303529667,no,1,701.4212273874995
male,70.13458081438785,0,Northeast,"$60,000+",yes,1,1,no,359.8141829204465,no,1,594.5409580168737
female,16.022010792339323,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,205.49623960325758
male,42.31961114606892,4,Northeast,"$60,000+",yes,1,1,yes,405.4415576486292,no,1,637.9804307260126
male,33.82453739506467,3,Northeast,"$60,000+",no,0,1,no,41.63177367560044,no,0,352.19616530639377
female,39.50221252872238,2,Northeast,"$60,000+",yes,0,1,no,550.2502863422998,no,1,801.55178158952
male,64.29774379552825,1,Northeast,"$60,000+",yes,0,1,no,139.71605335067937,no,0,330.551585844285
male,64.0405857705106,3,Northeast,"< $60,000",yes,0,1,no,270.08948154338475,no,1,403.91926212285335
male,34.62599742701855,3,Northeast,"$60,000+",yes,2,1,no,77.39898537893808,no,1,350.1436782818751
male,12.457518062961427,1,Northeast,"$60,000+",no,0,1,no,0,yes,0,227.89939181977553
male,34.58954822345507,3,Northeast,"< $60,000",no,0,1,no,155.6674659376302,no,1,300.9190867418075
female,76.67933051402478,3,Northeast,"$60,000+",yes,1,1,no,602.9608012005749,no,1,874.6374156575712
female,49.594129108556885,0,Northeast,"$60,000+",no,0,1,no,20.312058040741974,no,1,345.6604731197431
male,32.36045455217128,3,Northeast,"$60,000+",yes,0,1,no,1047.2649818703194,no,1,1300.9914456156614
female,50.17456042980928,2,Northeast,"$60,000+",yes,2,1,no,0,yes,1,248.80379420759445
female,66.45652181800497,1,Northeast,"$60,000+",yes,1,1,yes,462.55117637048676,no,1,706.9284202101312
female,87.30579807647013,2,Northeast,"$60,000+",yes,0,1,no,50.19605564656993,no,0,298.8318129892154
female,60.82620708704731,2,Northeast,"< $60,000",yes,0,1,no,722.9128185367657,no,1,858.0676139466893
male,30.192247772078037,2,Northeast,"< $60,000",no,0,1,no,47.204238623398595,no,0,276.5151447060917
female,95.54154040970587,2,Northeast,"$60,000+",no,0,1,yes,0,yes,0,211.71745844730157
male,51.76178733503615,1,Northeast,"< $60,000",yes,2,1,no,0,yes,0,118.68998734660808
female,78.42071560604717,3,Northeast,"$60,000+",yes,0,1,no,0,yes,0,194.96505593653518
female,76.03596419602698,2,Northeast,"$60,000+",yes,0,1,no,1110.659359500295,no,1,1384.0006688017713
female,9.241678505531858,2,Northeast,"< $60,000",no,0,1,no,332.19627965172344,no,1,556.7658829614636
female,82.81723935361387,2,Northeast,"$60,000+",no,0,1,no,0,yes,1,206.41715177717572
male,47.801477999955104,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,189.88396222842493
male,33.24081213560085,4,Northeast,"< $60,000",no,0,1,no,0,yes,1,151.21903486981128
female,51.49342243499954,3,Northeast,"$60,000+",yes,1,1,yes,0,yes,1,195.63235555983655
female,51.62636852717757,1,Northeast,"< $60,000",no,0,1,no,0,yes,0,138.71817912853285
male,50.51382345924,2,Northeast,"$60,000+",yes,0,1,no,471.03495004400315,no,1,724.7149649665888
female,47.04198497877168,2,Northeast,"< $60,000",yes,0,1,no,462.8882447359496,no,1,649.4553697622054
female,80.05687345001488,2,Northeast,"< $60,000",yes,0,1,no,531.7303050401649,no,1,650.2869099879845
male,70.6418495113522,1,Northeast,"$60,000+",yes,0,1,no,199.14306055075917,no,1,498.2914665331082
female,56.74709390576468,1,Northeast,"< $60,000",yes,1,1,no,32.81831487083737,no,0,143.34645069033476
female,38.3713150813832,1,Northeast,"$60,000+",yes,0,1,no,482.83268706520727,no,1,697.4764078402013
female,74.89989788201306,1,Northeast,"$60,000+",no,0,1,no,473.81156183250675,no,1,751.0360056107913
male,63.81306297228181,2,Northeast,"$60,000+",no,0,1,no,17.299585438059353,no,0,263.12097905536643
male,41.65836542754619,1,Northeast,"$60,000+",yes,0,1,no,564.9884360757437,no,1,816.0673704919768
male,40.20367972480475,3,Northeast,"< $60,000",yes,1,1,no,204.29806730669324,no,0,313.016855126854
female,45.15437230555787,2,Northeast,"$60,000+",yes,0,1,yes,211.27344316110538,no,1,481.12039249966006
female,46.938422150400584,3,Northeast,"$60,000+",yes,0,1,no,741.216770862643,no,1,995.8376536905755
female,57.80790429868766,2,Northeast,"$60,000+",yes,1,1,no,394.01769722108094,no,1,624.6368022494885
female,67.803618589744,2,Northeast,"$60,000+",yes,0,1,yes,1072.9751118908184,no,1,1223.0335576511563
female,54.50176793721961,2,Northeast,"$60,000+",yes,2,1,no,202.04669388072153,no,1,438.06192676334354
female,16.41416720292534,1,Northeast,"$60,000+",yes,0,1,no,0,yes,0,232.45885027969692
male,57.203390539093185,4,Northeast,"$60,000+",yes,0,1,no,0,yes,1,246.12807141215063
male,72.18959468889099,2,Northeast,"$60,000+",yes,1,1,yes,6.707483284479565,no,0,240.16873788559883
male,23.875701923428416,2,Northeast,"< $60,000",yes,0,1,no,0,yes,1,123.3333662270233
male,12.239533494105018,3,Northeast,"< $60,000",yes,0,1,yes,235.2253849011227,no,1,418.65961224914724
male,65.87406348893333,1,Northeast,"$60,000+",yes,1,1,no,0,yes,0,180.8376230794505
male,42.30723672591535,3,Northeast,"< $60,000",yes,0,1,no,463.01968119064554,no,1,616.696555582302
male,60.297319844930676,3,Northeast,"$60,000+",yes,1,1,no,148.07570382919585,no,0,390.0477703970836
male,45.2523001331641,2,Northeast,"$60,000+",no,0,1,no,608.7355170067481,no,1,936.6437613004864
female,84.83021060784519,2,Northeast,"$60,000+",yes,1,1,no,473.3522705123544,no,1,708.8295817558289
male,74.08355025892413,0,Northeast,"$60,000+",yes,1,1,no,0,yes,0,218.72276544708652
female,63.11950040259177,3,Northeast,"$60,000+",no,0,1,no,679.8659719351907,no,1,1018.2778245092934
female,66.78651900732358,1,Northeast,"$60,000+",no,0,1,no,384.66628714205683,no,1,591.1834970013676
male,69.1733612942478,2,Northeast,"< $60,000",yes,1,1,no,568.6314856214892,no,1,732.8210098324648
male,72.71599140966725,3,Northeast,"$60,000+",no,0,1,no,0,yes,1,207.28084800867842
male,31.48473693871995,4,Northeast,"$60,000+",yes,0,1,no,0,yes,0,149.27244809728813
